Title,Author,Price,Rating,Genre,Number of Pages,Weight,ISBN,Language,Related Genres,URL
The truth machine,Michael J. Casey,Rs. 958,N/A,Technology,302 Pages,345g,9780008301774,English,"Business and Investing:, Learning and Reference:, Technology:, Business and Investing:, Learning and Reference:, Technology:",https://booksmandala.com/books/the-truth-machine-35180
No Place to Hide,Glenn Greenwald,Rs. 958,N/A,Technology,259 Pages,380g,9780241146705,English,"History, Biography, and Social Science:, History, Biography, and Social Science:, History, Biography, and Social Science:, History, Biography, and Social Science:, History, Biography, and Social Science:, History, Biography, and Social Science:",https://booksmandala.com/books/no-place-to-hide-805
Alibaba's World,Porter Erisman,Rs. 880,N/A,Technology,320 Pages,190g,9781447290667,English,"Business and Investing:, Business and Investing:, History, Biography, and Social Science:, Business and Investing:, Business and Investing:, History, Biography, and Social Science:",https://booksmandala.com/books/alibabas-world-31724
In Our Own Image,George Zarkadakis,Rs. 958,N/A,Technology,362 Pages,430g,9781846044366,English,"History, Biography, and Social Science:, Learning and Reference:, History, Biography, and Social Science:, Learning and Reference:",https://booksmandala.com/books/in-our-own-image-29473
The Facebook Effect,David Kirkpatrick,Rs. 798,N/A,Technology,384 Pages,290g,9780753522752,English,"Business and Investing:, History, Biography, and Social Science:, Business and Investing:, History, Biography, and Social Science:",https://booksmandala.com/books/the-facebook-effect-26083
Zero Perecentile-2.0,Neeraj Chibba,Rs. 224,N/A,Technology,270 Pages,225g,9788129119209,English,"Learning and Reference:, Learning and Reference:",https://booksmandala.com/books/zero-perecentile-20-48450
The Mind of God,Dr Jay Lombard,Rs. 1200,N/A,Technology,226 Pages,210g,9780553418699,English,"History, Biography, and Social Science:, Spirituality and Philosophy:, Learning and Reference:, History, Biography, and Social Science:, Spirituality and Philosophy:, Learning and Reference:",https://booksmandala.com/books/the-mind-of-god-70822
The Fuzzy and the Techie,Scott Hartley,Rs. 958,N/A,Technology,320 Pages,465g,9780670090846,English,"Business and Investing:, Business and Investing:, Learning and Reference:, Business and Investing:, Business and Investing:, Learning and Reference:",https://booksmandala.com/books/the-fuzzy-and-the-techie-44046
Migraine,Oliver Sacks,Rs. 958,N/A,Technology,337 Pages,290g,9781529087413,English,"Learning and Reference:, History, Biography, and Social Science:, History, Biography, and Social Science:, Learning and Reference:, History, Biography, and Social Science:, History, Biography, and Social Science:",https://booksmandala.com/books/migraine-69483
Alone Together,Sherry Turkle,Rs. 2141,N/A,Technology,360 Pages,415g,9780465031467,English,"History, Biography, and Social Science:, History, Biography, and Social Science:, Technology:, History, Biography, and Social Science:, History, Biography, and Social Science:, Technology:",https://booksmandala.com/books/alone-together-3936
Disrupting Digital Business,"R ""Ray"" Wang",Rs. 3198,N/A,Technology,191 Pages,340g,9781422142011,English,"Business and Investing:, Business and Investing:",https://booksmandala.com/books/disrupting-digital-business-69006
Step by step,Frye,Rs. 478,N/A,Technology,365 Pages,670g,9788120333994,English,"Technology, Technology",https://booksmandala.com/books/step-by-step-43656
Experimentation Matters,Stefan Thomke,Rs. 5278,N/A,Technology,336 Pages,645g,9781578517503,English,"Business and Investing:, Business and Investing:",https://booksmandala.com/books/experimentation-matters-69830
Post Corona,Scott Galloway,Rs. 1118,N/A,Technology,256 Pages,310g,9781787634817,English,"Business and Investing:, Learning and Reference:, Business and Investing:, Learning and Reference:",https://booksmandala.com/books/post-corona-36450
A People’s History of Computing in the United States,Joy Lisi Rankin,Rs. 4134,N/A,Technology,337 Pages,685g,9780674970977,English,"History, Biography, and Social Science:, Learning and Reference:, Technology:, History, Biography, and Social Science:, Learning and Reference:, Technology:",https://booksmandala.com/books/a-peoples-history-of-computing-in-the-united-states-71207
What to Think About Machines That Think,John Brockman,Rs. 1278,N/A,Technology,541 Pages,470g,9780062425652,English,"Business and Investing:, Self Improvement and Relationships:, Spirituality and Philosophy:, Business and Investing:, Self Improvement and Relationships:, Spirituality and Philosophy:",https://booksmandala.com/books/what-to-think-about-machines-that-think-4534
Autonomy: the Quest to Build the Driverless Car - and How It Will Reshape Our World,Lawrence D. Burns,Rs. 958,N/A,Technology,320 Pages,450g,9780008302078,English,"Business and Investing:, Business and Investing:, Business and Investing:, Business and Investing:",https://booksmandala.com/books/autonomy-the-quest-to-build-the-driverless-car-and-how-it-will-reshape-our-world-4623
The Parable of the Pipeline (English),Burke Hedges,Rs. 400,N/A,Technology,115 Pages,160g,9789388241779,English,"Business and Investing:, Self Improvement and Relationships:, Technology:, Business and Investing:, Self Improvement and Relationships:, Technology:",https://booksmandala.com/books/the-parable-of-the-pipeline-english-31341
Monkey Shakespeare Typewriter: Cybersecurity for Everyone,Chaitanya Kunthe,Rs. 632,N/A,Technology,176 Pages,185g,9789392834097,English,"Business and Investing:, Business and Investing:, Technology:, Business and Investing:, Business and Investing:, Technology:",https://booksmandala.com/books/monkey-shakespeare-typewriter-cybersecurity-for-everyone-18942
Antisocial,Andrew Marant,Rs. 1598,N/A,Technology,320 Pages,460g,9781509882496,English,"History, Biography, and Social Science:, History, Biography, and Social Science:",https://booksmandala.com/books/antisocial-69410
Competing for the Future,Gary Hamel,Rs. 3198,N/A,Technology,355 Pages,460g,9780875847160,English,"Business and Investing:, Business and Investing:, Self Improvement and Relationships:, Business and Investing:, Business and Investing:, Self Improvement and Relationships:",https://booksmandala.com/books/competing-for-the-future-69098
Billion Dollar Loser,Reeves Wiedeman,Rs. 1118,N/A,Technology,320 Pages,320g,9781529385083,English,"Business and Investing:, History, Biography, and Social Science:, History, Biography, and Social Science:, Business and Investing:, History, Biography, and Social Science:, History, Biography, and Social Science:",https://booksmandala.com/books/billion-dollar-loser-69926
101 Things I Learned® in Engineering School,John Kuprenas,Rs. 1758,N/A,Technology,218 Pages,439g,9781524761967,English,"Arts and Photography:, Learning and Reference:, Learning and Reference:, Arts and Photography:, Learning and Reference:, Learning and Reference:",https://booksmandala.com/books/101-things-i-learned-in-engineering-school-71789
"Diffusion of Innovations, 5th Edition",Everett M. Rogers and ,Rs. 1598,N/A,Technology,551 Pages,590g,9780743222099,English,"Business and Investing:, Self Improvement and Relationships:, History, Biography, and Social Science:, Business and Investing:, Self Improvement and Relationships:, History, Biography, and Social Science:",https://booksmandala.com/books/diffusion-of-innovations-5th-edition-36145
Rule of the Robots,Martin Ford,Rs. 1278,N/A,Technology,320 Pages,420g,9781529345995,English,"Learning and Reference:, Technology:, Learning and Reference:, Technology:",https://booksmandala.com/books/rule-of-the-robots-45867
Smarter Than You Think,Clive Thompson,Rs. 638,N/A,Technology,343 Pages,260g,9780007427796,English,"Business and Investing:, History, Biography, and Social Science:, Technology:, Business and Investing:, History, Biography, and Social Science:, Technology:",https://booksmandala.com/books/smarter-than-you-think-31282
How to Spend a Trillion Dollars,Rowan Hooper,Rs. 958,N/A,Technology,320 Pages,300g,9781788163460,English,"Learning and Reference:, Learning and Reference:",https://booksmandala.com/books/how-to-spend-a-trillion-dollars-32807
Because Internet,Gretc Mcculloch,Rs. 958,N/A,Technology,326 Pages,490g,9781787302310,English,"History, Biography, and Social Science:, History, Biography, and Social Science:, Learning and Reference:, History, Biography, and Social Science:, History, Biography, and Social Science:, Learning and Reference:",https://booksmandala.com/books/because-internet-32385
Our Final Invention,James Barrat,Rs. 1118,N/A,Technology,326 Pages,260g,9781529434620,English,"Spirituality and Philosophy:, Learning and Reference:, Technology:, Spirituality and Philosophy:, Learning and Reference:, Technology:",https://booksmandala.com/books/our-final-invention-71077
Little Rice,clay shirky,Rs. 1360,N/A,Technology,128 Pages,160g,9780990976325,English,"Business and Investing:, Business and Investing:",https://booksmandala.com/books/little-rice-71854
The inner and outer paths of Mt. Kailash : pilgrimage to the abode of Chakrasamvara,Wolfgang Wollmer,Rs. 3200,N/A,Travel,249 Pages,1055g,9789937623148,English,"Travel:, Travel:",https://booksmandala.com/books/the-inner-and-outer-paths-of-mt-kailash-pilgrimage-to-the-abode-of-chakrasamvara-2565
Lonely Planet Scotland,Lonely Planet and ,Rs. 1793,N/A,Travel,515 Pages,435g,9781741793246,English,"Learning and Reference, Travel, Learning and Reference, Travel",https://booksmandala.com/books/lonely-planet-scotland-38666
Lonely Planet India,"Abigail Blasi, ",Rs. 4024,N/A,Travel,1248 Pages,995g,9781743216767,English,"Learning and Reference, Travel, Learning and Reference, Travel",https://booksmandala.com/books/lonely-planet-india-38659
Legs on Everest,Markk Ingglis,Rs. 798,N/A,Travel,191 Pages,330g,9788184001853,English,"Travel:, Travel:",https://booksmandala.com/books/legs-on-everest-27234
The Everest Years,Chris Bonington,Rs. 1011,N/A,Travel,230 Pages,410g,9780297842736,English,"Fiction and Literature:, Lifestyle and Wellness:, Travel:, Fiction and Literature:, Lifestyle and Wellness:, Travel:",https://booksmandala.com/books/the-everest-years-25657
Lonely Planet Indonesia,"Lonely Planet, ",Rs. 4160,N/A,Travel,820 Pages,670g,9781743210284,English,"Travel:, Travel:",https://booksmandala.com/books/lonely-planet-indonesia-4406
Ticket to Minto,Sohrab Homi Fracis,Rs. 400,N/A,Travel,214 Pages,270g,9788187981206,English,"Fiction and Literature, Travel, Fiction and Literature, Travel",https://booksmandala.com/books/ticket-to-minto-23775
Hemingway Adventure,Michael Palin,Rs. 800,N/A,Travel,214 Pages,190g,9780752837062,English,"History, Biography, and Social Science:, History, Biography, and Social Science:, History, Biography, and Social Science:, History, Biography, and Social Science:",https://booksmandala.com/books/hemingway-adventure-24868
A Brief History of the Great Moghuls,Bamber Gascoigne,Rs. 792,N/A,Travel,278 Pages,300g,9781841195339,English,"History, Biography, and Social Science:, History, Biography, and Social Science:, History, Biography, and Social Science:, History, Biography, and Social Science:",https://booksmandala.com/books/a-brief-history-of-the-great-moghuls-833
Beyond Himalayas,D Puranik,Rs. 645,N/A,Travel,133 Pages,400g,b1948,English,"Travel:, Travel:",https://booksmandala.com/books/beyond-himalayas-27600
The Himalayan Journal vol. 63,Harish Kapadia,Rs. 1280,N/A,Travel,318 Pages,620g,b136,English,"Nepali:, Travel:, Nepali:, Travel:",https://booksmandala.com/books/the-himalayan-journal-vol-63-2991
Gems from the East,Helena Petrovna Blavatsky,Rs. 472,N/A,Travel,126 Pages,275g,9781840134728,English,"Travel:, Travel:",https://booksmandala.com/books/gems-from-the-east-26454
JUST FOR THE LOVE OF IT BOOK.,Cathy. O'Dowd,Rs. 472,N/A,Travel,246 Pages,400g,9789386450067,English,"Travel:, Travel:",https://booksmandala.com/books/just-for-the-love-of-it-book-4616
Gurung Heritage Trail,Alonzo Lucius Lyons,Rs. 395,N/A,Travel,107 Pages,100g,9789993347842,English,"Travel, Nature, Travel, Nature",https://booksmandala.com/books/gurung-heritage-trail-26455
Lonely Planet Switzerland,"Lonely Planet, ",Rs. 2823,N/A,Travel,352 Pages,390g,9781742207605,English,"Travel:, Travel:",https://booksmandala.com/books/lonely-planet-switzerland-27366
The Achievers,G.P.S. Bawa,Rs. 120,N/A,Travel,155 Pages,200g,b141,English,"History, Biography, and Social Science:, Travel:, History, Biography, and Social Science:, Travel:",https://booksmandala.com/books/the-achievers-2987
The Last River,Todd Balf,Rs. 600,N/A,Travel,304 Pages,215g,9780330485883,English,"Fiction and Literature:, History, Biography, and Social Science:, History, Biography, and Social Science:, Fiction and Literature:, History, Biography, and Social Science:, History, Biography, and Social Science:",https://booksmandala.com/books/the-last-river-37410
A Slender Thread,Stephen Venables and ,Rs. 640,N/A,Travel,237 Pages,425g,9781560252986,English,"Lifestyle and Wellness:, Travel:, Lifestyle and Wellness:, Travel:",https://booksmandala.com/books/a-slender-thread-25812
Annapurna for Trekker's Guide,Kev Reynolds,Rs. 500,N/A,Travel,272 Pages,360g,9781852843977,English,"Travel:, Travel:",https://booksmandala.com/books/annapurna-for-trekkers-guide-27393
shadow states,Berenice Guyot-Rechard,Rs. 880,N/A,Travel,321 Pages,465g,9781108401319,English,"Travel:, Travel:",https://booksmandala.com/books/shadow-states-49139
Lonely Planet Thailand,C.Y. Gopinath,Rs. 792,N/A,Travel,300 Pages,375g,9781743215289,English,"Travel:, Travel:",https://booksmandala.com/books/lonely-planet-thailand-27373
